                     23.55                   3816.99
               23.55062213                   3817.96
               23.55124723                   3819.73
               23.55186215                   3821.64
               23.55248825                    3823.4
               23.55310317                   3824.92
               23.55372927                   3826.96
               23.55434419                   3828.28
               23.55497029                   3829.52
               23.55558521                   3830.67
                23.5562113                   3831.71
                23.5568374                   3832.61
               23.55745232                   3833.39
               23.55807842                   3834.31
               23.55869334                   3835.18
               23.55931944                   3835.92
               23.55993436                   3836.81
                23.5605605                   3837.58
                23.5611754                   3838.36
                23.5618015                   3839.11
                23.5624276                   3839.94
                23.5630425                   3840.68
                23.5636686                   3841.53
                23.5642836                   3842.07
                23.5649097                   3842.79
                23.5655246                   3843.41
                23.5661507                   3843.97
                23.5667656                   3844.56
                23.5673917                   3845.11
                23.5680178                   3845.72
                23.5686327                   3846.35
                23.5692588                   3846.78
                23.5698737                   3847.49
                23.5711147                    3848.4
                23.5717408                   3848.91
                23.5723558                   3849.32
                23.5729819                   3849.99
                23.5742229                   3850.73
                23.5754639                   3851.61
                23.5767049                   3852.36
                23.5779459                   3853.16
                23.5791981                   3853.98
                23.5804391                   3854.57
                23.5816802                   3855.39
                23.5829212                   3855.96
                23.5841622                   3856.67
                23.5854032                   3857.14
                23.5866442                   3857.87
                23.5878853                   3858.42
                23.5891263                   3858.89
                23.5903785                   3859.48
                23.5916195                   3859.99
                23.5934754                   3860.74
                23.5953425                   3861.48
                23.5972097                   3862.03
                23.5990656                   3862.87
                23.6009327                   3863.31
                23.6034147                    3864.3
                23.6058968                   3864.99
                23.6090049                   3865.96
                 23.611487                   3866.47
                23.6139802                    3867.1
                23.6164622                   3867.74
                23.6195703                   3868.41
                23.6226673                   3869.12
                23.6257754                   3869.91
                23.6288836                   3870.32
                23.6319917                      3871
                23.6350998                   3871.52
                23.6388229                   3872.07
                23.6413049                   3872.48
                23.6444131                      3873
                23.6475212                   3873.54
                 23.650618                   3873.84
                 23.653726                   3874.33
                 23.656834                   3874.73
                 23.661798                   3875.47
                 23.666148                   3875.88
                  23.67081                   3876.51
                 23.675472                   3876.83
                 23.680437                   3877.44
                 23.684786                   3877.89
                  23.68975                   3878.25
                 23.694099                   3878.64
                 23.703423                   3879.37
                 23.712737                   3880.07
                 23.723291                   3880.86
                 23.731374                   3881.45
                 23.740687                   3881.92
                 23.750001                   3882.35
                 23.759325                   3882.77
                 23.768638                   3883.19
                 23.777951                   3883.63
                 23.787276                   3884.03
                 23.796589                   3884.39
                 23.805902                    3884.7
                 23.815227                   3884.99
                  23.82454                   3885.34
                 23.843178                    3885.9
                 23.861804                   3886.12
                 23.880442                   3886.69
                 23.899079                   3887.09
                 23.908393                   3887.39
                 23.917706                   3887.52
                 23.936343                   3887.94
                 23.954981                   3888.34
                 23.973607                   3888.58
                 23.992245                   3888.93
                 24.010883                    3889.2
                 24.029509                   3889.41
                 24.048147                   3889.31
                 24.066784                   3889.46
                 24.085411                   3889.72
                 24.104048                   3889.91
                 24.122686                    3890.2
                  24.15995                   3890.69
                 24.197214                   3891.14
                 24.234489                    3890.8
                 24.271754                   3891.38
                 24.309018                   3891.75
                 24.346293                   3892.04
                 24.383557                   3892.31
                 24.420821                    3892.1
                 24.458096                   3892.43
                  24.49536                    3892.6
                 24.532624                   3892.91
                   24.5699                   3892.97
                  24.60716                   3892.77
                  24.66307                   3893.91
                  24.71897                   3893.57
                  24.77487                    3893.8
                  24.83078                   3893.64
                  24.88668                   3893.97
                  24.94258                   3894.15
                  25.03574                   3894.24
                  25.12892                   3894.64
                  25.22209                   3894.76
                  25.31525                   3895.13
                  25.40843                    3895.2
                   25.5016                   3895.38
                  25.68794                   3895.65
                  25.87427                   3895.92
                  26.06061                   3896.22
                  26.24696                   3896.54
                  26.43329                   3896.62
                  26.61963                   3896.81
                  26.89914                   3897.18
                  27.17865                   3897.36
                  27.45815                   3897.36
                  27.73766                   3897.78
                  28.01717                   3898.08
                  28.29668                   3898.22
                  28.57619                   3898.45
                   28.8557                   3898.79
                  29.13521                    3898.8
                  29.41471                   3899.11
                  29.69422                   3899.23
                  29.97373                   3899.48
                  30.25324                   3899.62
                  30.53275                   3899.81
                  30.81226                   3900.03
                  31.09177                   3900.16
                  31.46441                   3900.37
                  31.83716                   3900.69
                   32.2098                   3900.69
                  32.58244                   3900.86
                  32.95519                   3901.08
                  33.32783                   3901.38
                   33.7005                   3901.43
                   34.0732                   3901.75
                   34.4459                   3901.79
                   35.0049                   3902.17
                   35.5639                   3902.31
                    36.123                   3902.58
                    36.682                   3902.77
                    37.241                   3903.09
                      37.8                   3903.19
                    38.359                   3903.45
                    38.918                   3903.45
                   39.4771                   3903.71
                   40.0361                   3903.78
                   40.5951                   3904.16
                   41.1559                   3904.22
