15.330000 216.990474
15.334170 217.288550
15.338330 217.516345
15.342500 217.708986
15.346670 217.953654
15.350830 218.181449
15.355000 218.427523
15.359170 218.655318
15.363330 218.883112
15.367500 219.110907
15.375830 219.321124
15.380000 219.532045
15.388330 219.987634
15.396670 220.476971
15.405000 220.846082
15.413330 221.300968
15.425830 222.307061
15.438330 222.920840
15.450830 223.462907
15.463330 224.076686
15.475830 224.577272
15.492500 225.401269
15.509170 226.154960
15.525830 226.943101
15.542500 227.679918
15.559170 228.432202
15.580000 229.326506
15.621670 231.113709
15.663330 232.726551
15.705000 234.427276
15.746670 235.969107
15.788330 237.284550
15.830000 238.652723
15.871670 240.020897
15.913330 241.422114
15.955000 242.421879
15.996670 243.702169
16.038330 244.806691
16.080000 245.630688
16.142500 247.384143
16.205000 248.699587
16.267500 249.839262
16.330000 251.118849
16.392500 252.136893
16.455000 253.312426
16.517500 254.329064
16.580000 255.295081
16.642500 255.977762
16.705000 256.820742
16.767500 257.627163
16.830000 258.294376
16.955000 259.592242
17.080000 260.523809
17.205000 261.489827
17.330000 262.401708
17.580000 263.630673
17.705000 264.156569
17.830000 264.595988
18.080000 265.384129
18.330000 266.119540
18.580000 266.748787
18.830000 267.152349
19.080000 267.834326
19.330000 268.289212
19.580000 268.586610
19.830000 268.709648
20.080000 268.832685
20.330000 269.026029
20.580000 269.253823
20.830000 269.461229
21.080000 269.606061
21.330000 269.781125
21.580000 269.904163
22.080000 269.839480
22.580000 270.033527
23.080000 270.190312
23.580000 270.296475
24.080000 270.419513
24.580000 270.506693
25.080000 270.577703
25.580000 270.682461
26.080000 270.734488
26.580000 270.805498
27.080000 270.857525
27.580000 270.928535
28.080000 270.980562
28.580000 271.038214
29.080000 271.068446
29.830000 271.138753
30.580000 271.191483
31.330000 271.243510
32.080000 271.296240
32.830000 271.348267
33.580000 271.384124
34.330000 271.436151
35.080000 271.454431
35.830000 271.489584
36.580000 271.542315
37.580000 271.577468
38.580000 271.611215
39.580000 271.629495
40.580000 271.665352
41.580000 271.700505
42.580000 271.717379
43.830000 271.752532
45.330000 271.788389
