t, p, dt, dte, dp, derlog 
       16.33,      251.042,            1,     0.938763,      34.2134,      19.4212 
     16.3925,      252.144,       1.0625,     0.993633,      35.3155,       19.344 
      16.455,      253.174,        1.125,      1.04809,      36.3449,      19.2034 
     16.5175,      254.136,       1.1875,      1.10213,      37.3067,      19.0187 
       16.58,      255.035,         1.25,      1.15576,      38.2059,      18.7845 
     16.6425,      255.876,       1.3125,      1.20899,      39.0468,      18.5224 
      16.705,      256.662,        1.375,      1.26182,      39.8335,      18.2266 
     16.7675,      257.399,       1.4375,      1.31426,        40.57,      17.9131 
       16.83,      258.089,          1.5,      1.36631,      41.2596,      17.5735 
      16.955,       259.34,        1.625,      1.46926,      42.5114,       16.855 
       17.08,      260.441,         1.75,       1.5707,      43.6122,      16.0972 
      17.205,      261.411,        1.875,      1.67066,      44.5819,      15.3271 
       17.33,      262.267,            2,      1.76919,      45.4379,      14.5516 
       17.58,      263.695,         2.25,      1.96203,      46.8658,      13.0595 
      17.705,       264.29,        2.375,      2.05641,      47.4615,      12.3474 
       17.83,      264.821,          2.5,      2.14947,      47.9917,      11.6869 
       18.08,      265.716,         2.75,      2.33172,      48.8871,      10.4116 
       18.33,      266.435,            3,        2.509,      49.6057,      9.30466 
       18.58,      267.017,         3.25,      2.68151,      50.1878,       8.3232 
       18.83,      267.493,          3.5,      2.84944,      50.6642,      7.47264 
       19.08,      267.887,         3.75,      3.01297,      51.0579,      6.76158 
       19.33,      268.216,            4,      3.17227,      51.3867,      6.13336 
       19.58,      268.493,         4.25,       3.3275,      51.6641,      5.62594 
       19.83,       268.73,          4.5,      3.47882,      51.9007,       5.1668 
       20.08,      268.933,         4.75,      3.62637,      52.1044,      4.77654 
       20.33,      269.111,            5,      3.77029,      52.2816,      4.44519 
       20.58,      269.266,         5.25,      3.91071,      52.4372,      4.17592 
       20.83,      269.404,          5.5,      4.04777,      52.5751,      3.94429 
       21.08,      269.527,         5.75,      4.18157,      52.6983,      3.72942 
       21.33,      269.638,            6,      4.31224,      52.8092,        3.577 
       21.58,      269.739,         6.25,      4.43987,      52.9097,      3.41557 
       22.08,      269.915,         6.75,      4.68648,      53.0858,       3.1838 
       22.58,      270.065,         7.25,      4.92217,      53.2358,      2.99954 
       23.08,      270.195,         7.75,      5.14764,      53.3659,      2.87244 
       23.58,      270.309,         8.25,      5.36355,      53.4804,      2.76061 
       24.08,      270.411,         8.75,      5.57049,      53.5825,      2.67662 
       24.58,      270.503,         9.25,      5.76902,      53.6744,      2.60497 
       25.08,      270.587,         9.75,      5.95963,      53.7577,      2.54641 
       25.58,      270.663,        10.25,      6.14279,      53.8338,      2.50103 
       26.08,      270.732,        10.75,      6.31892,      53.9036,      2.46018 
       26.58,      270.797,        11.25,      6.48843,       53.968,      2.42341 
       27.08,      270.857,        11.75,      6.65168,      54.0277,      2.39183 
       27.58,      270.912,        12.25,      6.80901,      54.0831,      2.36388 
       28.08,      270.964,        12.75,      6.96074,      54.1348,      2.34038 
       28.58,      271.012,        13.25,      7.10716,      54.1832,      2.31762 
       29.08,      271.057,        13.75,      7.24854,      54.2285,      2.29706 
       29.83,       271.12,         14.5,      7.45173,      54.2916,      2.26973 
       30.58,      271.178,        15.25,      7.64495,      54.3493,       2.2457 
       31.33,      271.231,           16,      7.82892,      54.4023,      2.22475 
       32.08,       271.28,        16.75,      8.00429,      54.4513,      2.20557 
       32.83,      271.326,         17.5,      8.17164,      54.4967,      2.18843 
       33.58,      271.368,        18.25,      8.33152,      54.5389,      2.17266 
       34.33,      271.407,           19,      8.48442,      54.5782,      2.15834 
       35.08,      271.444,        19.75,      8.63077,       54.615,      2.14592 
       35.83,      271.478,         20.5,        8.771,      54.6494,      2.13424 
       36.58,      271.511,        21.25,      8.90548,      54.6818,      2.12326 
       37.58,      271.551,        22.25,      9.07644,       54.722,      2.10997 
       38.58,      271.588,        23.25,      9.23853,      54.7592,      2.09765 
       39.58,      271.623,        24.25,      9.39243,      54.7937,      2.08655 
       40.58,      271.655,        25.25,      9.53875,      54.8259,      2.07635 
       41.58,      271.685,        26.25,      9.67803,      54.8559,      2.06737 
       42.58,      271.713,        27.25,      9.81077,       54.884,      2.05863 
       43.83,      271.746,         28.5,      9.96817,      54.9167,      2.04847 
       45.33,      271.782,           30,      10.1456,      54.9527,       2.0764 
