                      0.12               300.3512904
                       0.2              295.35949695
                       0.3               289.8052479
                       0.4              285.23529615
                       0.5              280.87626525
                       0.6              277.92337335
                       0.7               275.0407884
                       0.8               273.0721938
                       0.9              271.17390615
                         1               268.7131629
                      1.94              260.06540805
                      2.79              256.83128835
                      4.01               255.6360702
                      4.82               254.2299312
                      5.78              253.59716865
                      6.94                 253.10502
                      8.32              252.61287135
                      14.4              251.20673235
                      17.3              250.78489065
                      20.7              250.36304895
                      24.9              249.94120725
                      29.8              249.51936555
                      35.8               249.1678308
                        43              248.67568215
                      51.5               248.3241474
                      61.8               247.9023057
                      74.2              247.55077095
                      89.1              247.12892925
                       107              246.70708755
                       128              246.28524585
                       154              245.86340415
                       185               245.3712555
                       222              244.73849295
                       266               244.1057304
                       319                243.262047
                       383               242.2777497
                       460              241.08253155
