 	0.0	11348
 	0.25	10989
 	0.5	10630
 	0.75	10486
 	1	10392.8
 	1.25	10318.5
 	1.5	10268.3
 	1.75	10229.5
 	2	10195.4
 	2.5	10141
 	3	10106.9
 	3.5	10083.2
 	4	10063.2
 	4.5	10046.8
 	5	10034.3
 	5.5	10022.7
 	6	10012.6
 	7	9995.6
 	8	9981.9
 	9	9967.799999999999
 	10	9956.1
 	12	9933.500000000002
 	14	9913.1
 	16	9896.700000000001
 	18	9879.6
 	20	9864.799999999999
 	24	9834.100000000002
 	28	9806.200000000001
 	32	9780.799999999999
 	36	9747
 	40	9723.1
 	45	9683.4
 	50	9642.700000000001
 	55	9608
 	66	9531
 	67	9522.799999999999
 	69	9508.299999999999
 	71	9494.200000000001
 	74	9473.1
 	77	9452.700000000001
 	80	9430.5
 	84	9406.200000000001
 	88	9377.299999999999
 	92	9355
 	96	9333.200000000001
 	100	9311.1
 	104	9290.4
 	108	9269.4
 	112	9251.4
 	116	9237.1
 	120	9223
 	131	9181.799999999999
 	132	9177.799999999999
 	134	9169.700000000001
 	136	9161.9
 	138	9154.299999999999
 	143	9135.4
 	148	9117.299999999999
 	153	9099.200000000001
 	158	9082.5
 	163	9064.6
 	168	9047.5
 	173	9031.1
 	178	9015
